,date,price,signal,position_size,position,TP,SL,close_price,close_time,pnl
0,2022-01-06 10:35:12.786657,1546.3,buy,1,1546.3,1550.8,1543.8,1514.4,2022-01-10 14:29:54.298925,-31.899999999999864
1,2022-01-06 11:04:15.679146,1547.0,buy,1,1547.0,1551.5,1544.5,1514.4,2022-01-10 14:29:54.298925,-32.59999999999991
2,2022-01-06 11:04:18.260071,1546.9,buy,1,1546.9,1551.4,1544.4,1514.4,2022-01-10 14:29:54.298925,-32.5
3,2022-01-10 11:19:47.325954,1535.0,buy,1,1535.0,1539.5,1532.5,1514.4,2022-01-10 14:29:54.298925,-20.59999999999991
4,2022-01-12 09:28:24.235391,1496.3,buy,1,1496.3,1500.8,1493.8,1518.1,2022-01-13 14:29:53.380744,21.799999999999955
5,2022-01-12 09:43:04.640220,1496.5,buy,1,1496.5,1501.0,1494.0,1518.1,2022-01-13 14:29:53.380744,21.59999999999991
6,2022-01-12 11:28:54.376784,1494.3,buy,1,1494.3,1498.8,1491.8,1518.1,2022-01-13 14:29:53.380744,23.799999999999955
7,2022-01-12 13:39:13.792760,1496.5,buy,1,1496.5,1501.0,1494.0,1518.1,2022-01-13 14:29:53.380744,21.59999999999991
8,2022-01-13 13:20:49.963502,1526.9,buy,1,1526.9,1531.4,1524.4,1518.1,2022-01-13 14:29:53.380744,-8.800000000000182
9,2022-01-13 14:10:11.226132,1527.5,buy,1,1527.5,1532.0,1525.0,1518.1,2022-01-13 14:29:53.380744,-9.400000000000091
10,2022-01-14 11:29:06.264491,1526.9,buy,1,1526.9,1531.4,1524.4,1485.9,2022-01-17 14:29:19.864877,-41.0
11,2022-01-17 14:09:27.211761,1496.9,buy,1,1496.9,1501.4,1494.4,1485.9,2022-01-17 14:29:19.864877,-11.0
12,2022-01-18 09:33:03.240236,1482.1,buy,1,1482.1,1486.6,1479.6,1492.1,2022-01-20 14:29:05.256000,10.0
13,2022-01-18 09:59:13.889005,1481.6,buy,1,1481.6,1486.1,1479.1,1492.1,2022-01-20 14:29:05.256000,10.5
14,2022-01-19 11:10:50.360190,1490.7,buy,1,1490.7,1495.2,1488.2,1492.1,2022-01-20 14:29:05.256000,1.3999999999998636
15,2022-01-19 14:06:30.101215,1480.8,buy,1,1480.8,1485.3,1478.3,1492.1,2022-01-20 14:29:05.256000,11.299999999999955
16,2022-01-20 09:49:45.404637,1481.6,buy,1,1481.6,1486.1,1479.1,1492.1,2022-01-20 14:29:05.256000,10.5
17,2022-01-20 10:26:27.367166,1483.2,buy,1,1483.2,1487.7,1480.7,1492.1,2022-01-20 14:29:05.256000,8.899999999999864
18,2022-01-20 10:31:57.989313,1484.0,buy,1,1484.0,1488.5,1481.5,1492.1,2022-01-20 14:29:05.256000,8.099999999999909
19,2022-01-20 10:35:02.867373,1482.9,buy,1,1482.9,1487.4,1480.4,1492.1,2022-01-20 14:29:05.256000,9.199999999999818
20,2022-01-20 14:02:20.849565,1490.9,buy,1,1490.9,1495.4,1488.4,1492.1,2022-01-20 14:29:05.256000,1.199999999999818
21,2022-01-21 10:39:05.551031,1494.4,buy,1,1494.4,1498.9,1491.9,1467.2,2022-01-24 14:29:04.595473,-27.200000000000045
22,2022-01-21 10:48:24.821232,1494.2,buy,1,1494.2,1498.7,1491.7,1467.2,2022-01-24 14:29:04.595473,-27.0
23,2022-01-21 13:38:32.578143,1498.3,buy,1,1498.3,1502.8,1495.8,1467.2,2022-01-24 14:29:04.595473,-31.09999999999991
24,2022-01-21 14:06:10.990110,1501.0,buy,1,1501.0,1505.5,1498.5,1467.2,2022-01-24 14:29:04.595473,-33.799999999999955
25,2022-01-25 09:35:54.872851,1469.6,buy,1,1469.6,1474.1,1467.1,1498.2,2022-01-25 14:29:14.881982,28.600000000000136
26,2022-01-25 09:38:25.068690,1471.5,buy,1,1471.5,1476.0,1469.0,1498.2,2022-01-25 14:29:14.881982,26.700000000000045
27,2022-01-26 11:01:32.079206,1517.9,buy,1,1517.9,1522.4,1515.4,1517.8,2022-01-27 14:29:11.321381,-0.10000000000013642
28,2022-01-26 11:06:31.640873,1518.3,buy,1,1518.3,1522.8,1515.8,1517.8,2022-01-27 14:29:11.321381,-0.5
29,2022-01-26 11:16:04.440715,1515.7,buy,1,1515.7,1520.2,1513.2,1517.8,2022-01-27 14:29:11.321381,2.099999999999909
30,2022-01-26 13:43:12.970184,1523.5,buy,1,1523.5,1528.0,1521.0,1517.8,2022-01-27 14:29:11.321381,-5.7000000000000455
31,2022-01-26 13:44:04.731362,1522.9,buy,1,1522.9,1527.4,1520.4,1517.8,2022-01-27 14:29:11.321381,-5.100000000000136
32,2022-01-28 14:20:01.935242,1527.5,buy,1,1527.5,1532.0,1525.0,1529.0,2022-01-28 14:29:03.522488,1.5
33,2022-02-07 09:53:57.241830,1545.5,buy,1,1545.5,1550.0,1543.0,1531.5,2022-02-07 14:29:44.291749,-14.0
34,2022-02-07 10:57:51.548733,1543.6,buy,1,1543.6,1548.1,1541.1,1531.5,2022-02-07 14:29:44.291749,-12.099999999999909
35,2022-02-08 10:43:05.385000,1534.2,buy,1,1534.2,1538.7,1531.7,1543.2,2022-02-09 14:29:39.001665,9.0
36,2022-02-08 13:54:52.646061,1542.1,buy,1,1542.1,1546.6,1539.6,1543.2,2022-02-09 14:29:39.001665,1.1000000000001364
37,2022-02-08 14:27:10.614656,1536.7,buy,1,1536.7,1541.2,1534.2,1543.2,2022-02-09 14:29:39.001665,6.5
38,2022-02-08 14:27:10.614656,1536.7,buy,1,1536.7,1541.2,1534.2,1543.2,2022-02-09 14:29:39.001665,6.5
39,2022-02-08 14:27:10.614656,1536.7,buy,1,1536.7,1541.2,1534.2,1543.2,2022-02-09 14:29:39.001665,6.5
40,2022-02-09 10:00:03.881719,1553.6,buy,1,1553.6,1558.1,1551.1,1543.2,2022-02-09 14:29:39.001665,-10.399999999999864
41,2022-02-09 10:16:02.945607,1552.1,buy,1,1552.1,1556.6,1549.6,1543.2,2022-02-09 14:29:39.001665,-8.899999999999864
42,2022-02-09 13:01:50.737104,1552.9,buy,1,1552.9,1557.4,1550.4,1543.2,2022-02-09 14:29:39.001665,-9.700000000000045
43,2022-02-09 13:16:44.396078,1552.4,buy,1,1552.4,1556.9,1549.9,1543.2,2022-02-09 14:29:39.001665,-9.200000000000045
