datetime,equity
2021-06-09 13:00:40.265524,20999.999999999996
2021-06-09 13:00:40.581001,20999.999999999996
2021-06-09 13:00:50.741091,21001.199999999997
2021-06-09 13:02:24.338673,21004.199999999997
2021-06-09 13:04:19.512663,21005.799999999996
2021-06-09 13:06:14.616637,21007.399999999998
2021-06-09 13:06:48.172772,21007.519999999997
2021-06-09 13:07:37.137232,21007.519999999997
2021-06-09 13:11:50.328498,21007.519999999997
2021-06-09 13:16:03.913550,21007.519999999997
2021-06-09 13:16:15.194268,21007.519999999997
2021-06-09 13:18:04.909867,21007.519999999997
2021-06-09 13:18:18.511192,21007.519999999997
2021-06-09 13:19:54.057504,21007.519999999997
2021-06-09 13:19:56.553214,21007.519999999997
2021-06-09 13:21:21.979957,21007.519999999997
2021-06-09 13:21:39.818591,21007.519999999997
2021-06-09 13:22:06.131776,21007.519999999997
2021-06-09 13:23:03.387556,21007.519999999997
2021-06-09 13:23:05.090682,21007.519999999997
2021-06-09 13:23:10.146727,21007.519999999997
2021-06-09 13:23:57.254063,21007.519999999997
2021-06-09 13:24:02.567847,21007.519999999997
2021-06-09 13:30:24.534704,21007.519999999997
2021-06-09 13:33:05.473078,21007.519999999997
2021-06-09 13:33:19.383013,21007.519999999997
2021-06-09 13:34:53.760068,21007.519999999997
2021-06-09 13:39:37.875699,21007.519999999997
2021-06-09 13:40:31.289646,21007.519999999997
2021-06-09 13:47:52.809654,21007.519999999997
2021-06-09 13:48:03.135285,21007.519999999997
2021-06-09 13:50:17.535752,21007.519999999997
2021-06-09 13:52:03.626255,21010.92
2021-06-09 13:52:03.917832,21012.119999999995
2021-06-09 13:57:04.346273,21007.319999999996
2021-06-09 13:57:43.436208,21004.519999999997
2021-06-09 14:02:52.837729,20999.119999999995
2021-06-09 14:02:59.298524,20999.719999999998
2021-06-09 14:03:15.379300,20999.719999999998
2021-06-09 14:04:04.449023,21000.719999999998
2021-06-09 14:05:21.583790,20998.92
2021-06-09 14:06:03.537314,20998.92
2021-06-09 14:07:09.635028,20991.839999999997
2021-06-09 14:10:08.674796,20991.839999999997
2021-06-09 14:11:56.966857,20991.839999999997
2021-06-09 14:12:59.004851,20991.839999999997
2021-06-09 14:13:03.853516,20991.839999999997
2021-06-09 14:13:55.750273,20991.839999999997
2021-06-09 14:14:35.571565,20991.839999999997
2021-06-09 14:15:33.093565,20991.839999999997
2021-06-09 14:18:42.473099,20991.839999999997
2021-06-09 14:19:03.309829,20991.839999999997
2021-06-09 14:21:09.205185,20991.839999999997
2021-06-09 14:22:51.214923,20991.839999999997
2021-06-09 14:23:21.658928,20991.839999999997
2021-06-09 14:26:19.494927,20991.839999999997
2021-06-10 09:00:22.681921,20991.839999999997
2021-06-10 09:01:03.873033,20991.839999999997
2021-06-10 09:01:22.958642,20991.839999999997
2021-06-10 09:01:30.997579,20991.839999999997
2021-06-10 09:01:34.740854,20991.839999999997
2021-06-10 09:01:34.760874,20991.839999999997
2021-06-10 09:01:36.877833,20991.839999999997
2021-06-10 09:01:54.999156,20991.839999999997
2021-06-10 09:02:17.176634,20991.839999999997
2021-06-10 09:02:39.134186,20991.839999999997
2021-06-10 09:03:06.941503,20991.839999999997
2021-06-10 09:07:47.400472,20991.839999999997
2021-06-10 09:12:04.458769,20991.839999999997
2021-06-10 09:13:04.624987,20991.839999999997
2021-06-10 09:14:44.992929,20991.839999999997
2021-06-10 09:14:53.080984,20991.839999999997
2021-06-10 09:15:40.589068,20991.839999999997
2021-06-10 09:15:47.554066,20991.839999999997
2021-06-10 09:16:04.465836,20991.839999999997
2021-06-10 09:18:05.655900,20991.839999999997
2021-06-10 09:18:13.527850,20991.839999999997
2021-06-10 09:19:07.496940,20991.839999999997
2021-06-10 09:22:53.518122,20991.839999999997
2021-06-10 09:23:15.581153,20991.839999999997
2021-06-10 09:23:31.350508,20991.839999999997
2021-06-10 09:23:38.981039,20991.839999999997
2021-06-10 09:23:41.796915,20991.839999999997
2021-06-10 09:24:19.015151,20991.839999999997
2021-06-10 09:25:41.614729,20991.839999999997
2021-06-10 09:26:06.593930,20991.839999999997
2021-06-10 09:27:11.583882,20991.839999999997
2021-06-10 09:27:48.912239,20991.839999999997
2021-06-10 09:30:03.579144,20991.839999999997
2021-06-10 09:30:04.464428,20991.839999999997
2021-06-10 09:30:07.713347,20991.839999999997
2021-06-10 09:32:03.919996,20991.839999999997
2021-06-10 09:34:06.526377,20991.839999999997
2021-06-10 09:34:29.002575,20991.839999999997
2021-06-10 09:36:35.243947,20991.839999999997
2021-06-10 09:37:02.634713,20991.839999999997
2021-06-10 09:37:06.864729,20991.839999999997
2021-06-10 09:38:04.323201,20991.839999999997
2021-06-10 09:38:11.750223,20991.839999999997
2021-06-10 09:38:35.445089,20991.839999999997
2021-06-10 09:39:02.239564,20991.839999999997
2021-06-10 09:39:31.589501,20991.839999999997
2021-06-10 09:39:57.630984,20991.839999999997
2021-06-10 09:40:37.499052,20991.839999999997
2021-06-10 09:41:03.361295,20991.839999999997
2021-06-10 09:41:08.785308,20991.839999999997
2021-06-10 09:41:20.152189,20991.839999999997
2021-06-10 09:41:21.042839,20991.839999999997
2021-06-10 09:41:51.950423,20991.839999999997
2021-06-10 09:42:02.867359,20991.839999999997
2021-06-10 09:42:03.876357,20991.839999999997
2021-06-10 09:42:32.356437,20991.839999999997
2021-06-10 09:43:04.190288,20991.839999999997
2021-06-10 09:43:27.451726,20991.839999999997
2021-06-10 09:43:49.343150,20991.839999999997
2021-06-10 09:44:27.481353,20991.839999999997
2021-06-10 09:44:55.232703,20991.839999999997
2021-06-10 09:45:04.493772,20991.839999999997
2021-06-10 09:45:49.571374,20991.839999999997
2021-06-10 09:46:15.279677,20991.839999999997
2021-06-10 09:47:05.047811,20991.839999999997
2021-06-10 09:48:06.015907,20991.839999999997
2021-06-10 09:49:43.075794,20991.839999999997
2021-06-10 09:49:55.479519,20991.839999999997
2021-06-10 09:50:03.472219,20991.839999999997
2021-06-10 09:51:51.928427,20991.839999999997
2021-06-10 09:53:10.132074,20991.839999999997
2021-06-10 09:53:44.036858,20991.839999999997
2021-06-10 09:53:59.530240,20991.839999999997
2021-06-10 09:55:21.467368,20991.839999999997
2021-06-10 09:56:04.397036,20991.839999999997
2021-06-10 09:56:56.044441,20991.839999999997
2021-06-10 09:57:28.313690,20991.839999999997
2021-06-10 09:57:29.564470,20991.839999999997
2021-06-10 09:59:08.014131,20991.839999999997
2021-06-10 09:59:21.747291,20991.839999999997
2021-06-10 10:00:58.275004,20991.839999999997
2021-06-10 10:01:02.919890,20991.839999999997
2021-06-10 10:01:25.844901,20991.839999999997
2021-06-10 10:03:26.415838,20991.839999999997
2021-06-10 10:04:24.088795,20991.839999999997
2021-06-10 10:05:03.800135,20991.839999999997
2021-06-10 10:05:10.993188,20991.839999999997
2021-06-10 10:07:19.670353,20991.839999999997
2021-06-10 10:07:41.733462,20991.839999999997
2021-06-10 10:08:04.217622,20991.839999999997
2021-06-10 10:10:04.244177,20991.839999999997
2021-06-10 10:10:38.317339,20991.839999999997
2021-06-10 10:12:31.973456,20991.839999999997
2021-06-10 10:12:58.787610,20991.839999999997
2021-06-10 10:15:26.637241,20991.839999999997
2021-06-10 10:17:07.639249,20991.839999999997
2021-06-10 10:17:11.901923,20991.839999999997
2021-06-10 10:17:25.938527,20991.839999999997
2021-06-10 10:17:56.072469,20991.839999999997
2021-06-10 10:18:48.106375,20991.839999999997
2021-06-10 10:19:04.144757,20991.839999999997
2021-06-10 10:20:28.043772,20991.839999999997
2021-06-10 10:20:32.289331,20991.839999999997
2021-06-10 10:21:14.262959,20991.839999999997
2021-06-10 10:21:44.458588,20991.839999999997
2021-06-10 10:23:28.129699,20991.839999999997
2021-06-10 10:23:34.279782,20991.839999999997
2021-06-10 10:24:02.644988,20991.839999999997
2021-06-10 10:24:23.751246,20991.839999999997
2021-06-10 10:25:38.395794,20991.839999999997
2021-06-10 10:26:50.549972,20991.839999999997
2021-06-10 10:27:40.637261,20991.839999999997
2021-06-10 10:27:42.351785,20991.839999999997
2021-06-10 10:28:03.699146,20991.839999999997
2021-06-10 10:28:12.809930,20991.839999999997
2021-06-10 10:29:30.323654,20991.839999999997
2021-06-10 10:29:40.463625,20991.839999999997
2021-06-10 10:32:06.586808,20991.839999999997
2021-06-10 10:34:04.102047,20991.839999999997
2021-06-10 10:35:40.192879,20991.839999999997
2021-06-10 10:36:02.549706,20991.839999999997
2021-06-10 10:36:48.055395,20991.839999999997
2021-06-10 10:38:30.445578,20991.839999999997
2021-06-10 10:38:46.337715,20991.839999999997
2021-06-10 10:40:32.199888,20991.839999999997
2021-06-10 10:41:16.331785,20991.839999999997
2021-06-10 10:41:18.356604,20991.839999999997
2021-06-10 10:42:07.074701,20991.839999999997
2021-06-10 10:43:28.164056,20991.839999999997
2021-06-10 10:43:50.294026,20991.839999999997
2021-06-10 10:44:09.052142,20991.839999999997
2021-06-10 10:44:50.382061,20991.839999999997
2021-06-10 10:45:48.806344,20991.839999999997
2021-06-10 10:45:54.096972,20991.839999999997
2021-06-10 10:46:03.487893,20991.839999999997
2021-06-10 10:46:18.488222,20991.839999999997
2021-06-10 10:46:58.502394,20991.839999999997
2021-06-10 10:47:35.154914,20991.839999999997
2021-06-10 10:47:52.647322,20991.839999999997
2021-06-10 10:47:56.386543,20991.839999999997
2021-06-10 10:48:48.574726,20991.839999999997
2021-06-10 10:49:40.505900,20991.839999999997
2021-06-10 10:49:49.181849,20991.839999999997
2021-06-10 10:50:04.567904,20991.839999999997
2021-06-10 10:51:44.462547,20991.839999999997
2021-06-10 10:51:53.303456,20991.839999999997
2021-06-10 10:52:04.334280,20991.839999999997
2021-06-10 10:52:16.651326,20991.839999999997
2021-06-10 10:52:17.370758,20991.839999999997
2021-06-10 10:52:28.333536,20991.839999999997
2021-06-10 10:53:05.460755,20991.839999999997
2021-06-10 10:55:40.179215,20991.839999999997
2021-06-10 10:55:51.065823,20991.839999999997
2021-06-10 10:57:13.739910,20991.839999999997
2021-06-10 10:59:18.448083,20991.839999999997
2021-06-10 10:59:33.651233,20991.839999999997
2021-06-10 10:59:55.973812,20991.839999999997
2021-06-10 11:00:13.496358,20991.839999999997
2021-06-10 11:01:52.538034,20991.839999999997
2021-06-10 11:03:11.953489,20991.839999999997
2021-06-10 11:04:02.785545,20991.839999999997
2021-06-10 11:08:04.504291,20991.839999999997
