,date,price,signal,position_size,position,TP,SL,close_price,close_time,pnl,status
0,2024-09-12 13:01:57+07:00,1301.8,buy,,1301.8,1306.8,1298.8,1299.3,2024-09-12 14:29:32+07:00,-2.5,
1,2024-09-12 13:05:04+07:00,1300.5,buy,,1300.5,1305.5,1297.5,1299.3,2024-09-12 14:29:32+07:00,-1.2000000000000455,
2,2024-09-12 13:08:16+07:00,1300.3,buy,,1300.3,1305.3,1297.3,1299.3,2024-09-12 14:29:32+07:00,-1.0,
3,2024-09-12 13:10:05+07:00,1300.9,buy,,1300.9,1305.9,1297.9,1299.3,2024-09-12 14:29:32+07:00,-1.6000000000001364,
4,2024-09-12 13:10:23+07:00,1301.0,buy,,1301.0,1306.0,1298.0,1299.3,2024-09-12 14:29:32+07:00,-1.7000000000000455,
5,2024-09-12 13:13:30+07:00,1301.3,buy,,1301.3,1306.3,1298.3,1299.3,2024-09-12 14:29:32+07:00,-2.0,
6,2024-09-12 13:15:42+07:00,1301.6,buy,,1301.6,1306.6,1298.6,1299.3,2024-09-12 14:29:32+07:00,-2.2999999999999545,
7,2024-09-12 13:20:12+07:00,1301.7,buy,,1301.7,1306.7,1298.7,1299.3,2024-09-12 14:29:32+07:00,-2.400000000000091,
8,2024-09-12 13:22:12+07:00,1301.6,buy,,1301.6,1306.6,1298.6,1299.3,2024-09-12 14:29:32+07:00,-2.2999999999999545,
9,2024-09-12 13:22:22+07:00,1301.7,buy,,1301.7,1306.7,1298.7,1299.3,2024-09-12 14:29:32+07:00,-2.400000000000091,
10,2024-09-13 09:01:02+07:00,1300.9,sell,,1300.9,1295.9,1303.9,1295.4,2024-09-13 09:41:48+07:00,5.43,closed
11,2024-09-13 09:01:28+07:00,1300.8,sell,,1300.8,1295.8,1303.8,1295.4,2024-09-13 09:41:48+07:00,10.759999999999863,closed
12,2024-09-13 09:02:59+07:00,1301.1,sell,,1301.1,1296.1,1304.1,1295.4,2024-09-13 09:41:48+07:00,16.38999999999968,closed
13,2024-09-13 09:03:50+07:00,1301.3,sell,,1301.3,1296.3,1304.3,1295.4,2024-09-13 09:41:48+07:00,22.219999999999544,closed
14,2024-09-13 09:03:52+07:00,1301.1,sell,,1301.1,1296.1,1304.1,1295.4,2024-09-13 09:41:48+07:00,27.849999999999362,closed
15,2024-09-13 09:03:59+07:00,1301.0,sell,,1301.0,1296.0,1304.0,1295.4,2024-09-13 09:41:48+07:00,33.37999999999927,closed
16,2024-09-13 09:05:23+07:00,1300.9,sell,,1300.9,1295.9,1303.9,1295.4,2024-09-13 09:41:48+07:00,38.80999999999927,closed
17,2024-09-13 09:05:26+07:00,1301.0,sell,,1301.0,1296.0,1304.0,1295.4,2024-09-13 09:41:48+07:00,44.33999999999918,closed
18,2024-09-13 09:05:36+07:00,1300.8,sell,,1300.8,1295.8,1303.8,1295.4,2024-09-13 09:41:48+07:00,49.66999999999904,closed
19,2024-09-13 09:05:45+07:00,1301.0,sell,,1301.0,1296.0,1304.0,1295.4,2024-09-13 09:41:48+07:00,55.19999999999895,closed
20,2024-09-13 09:47:22+07:00,1295.2,sell,,1295.2,1290.2,1298.2,1298.3,2024-09-13 10:40:24+07:00,-3.169999999999909,closed
21,2024-09-13 09:45:43+07:00,1295.7,sell,,1295.7,1290.7,1298.7,1298.8,2024-09-13 10:46:23+07:00,-3.169999999999909,closed
22,2024-09-13 09:46:48+07:00,1295.8,sell,,1295.8,1290.8,1298.8,1298.8,2024-09-13 10:46:23+07:00,-6.23999999999991,closed
23,2024-09-13 09:47:50+07:00,1295.7,sell,,1295.7,1290.7,1298.7,1298.8,2024-09-13 10:46:23+07:00,-9.409999999999819,closed
24,2024-09-13 09:45:24+07:00,1296.0,sell,,1296.0,1291.0,1299.0,1299.1,2024-09-13 10:46:33+07:00,-3.169999999999909,closed
25,2024-09-13 09:47:48+07:00,1296.1,sell,,1296.1,1291.1,1299.1,1299.1,2024-09-13 10:46:33+07:00,-6.23999999999991,closed
26,2024-09-13 09:42:44+07:00,1297.0,sell,,1297.0,1292.0,1300.0,1300.0,2024-09-13 13:00:16+07:00,-3.07,closed
27,2024-09-13 09:45:10+07:00,1296.5,sell,,1296.5,1291.5,1299.5,1300.0,2024-09-13 13:00:16+07:00,-6.640000000000001,closed
28,2024-09-13 13:00:16+07:00,1300.0,buy,,1300.0,1305.0,1297.0,1297.0,2024-09-13 13:20:32+07:00,-3.07,closed
29,2024-09-13 13:01:03+07:00,1299.6,buy,,1299.6,1304.6,1296.6,1296.2,2024-09-13 13:32:56+07:00,-3.4699999999998634,closed
30,2024-09-13 10:46:33+07:00,1299.1,buy,,1299.1,1304.1,1296.1,1296.1,2024-09-13 13:33:09+07:00,-3.07,closed
