,date,price,signal,position_size,position,TP,SL,close_price,close_time,pnl
0,2021-06-14 10:42:21.618567,1502.5,buy,1,375.625,1505.0,1500.5,1500.5,2021-06-14 10:46:46.266809,-2.5
1,2021-06-14 11:25:36.353455,1500.8,buy,1,375.2,1503.3,1498.8,1503.6,2021-06-14 11:28:03.528959,2.2999999999999545
2,2021-06-14 13:00:23.552054,1505.0,buy,1,376.25,1507.5,1503.0,1507.7,2021-06-14 13:11:04.407521,2.2000000000000455
3,2021-06-14 13:37:18.649085,1502.6,buy,1,375.65,1505.1,1500.6,1498.8,2021-06-14 13:47:10.735734,-4.2999999999999545
4,2021-06-15 13:22:33.285461,1501.1,buy,1,375.275,1503.6,1499.1,1498.2,2021-06-15 13:32:00.263340,-3.3999999999998636
5,2021-06-18 11:20:04.565788,1482.9,buy,1,370.725,1485.4,1480.9,1487.5,2021-06-18 11:26:08.627702,4.099999999999909
6,2021-06-22 09:15:47.155469,1486.5,buy,1,371.625,1489.0,1484.5,1489.0,2021-06-22 09:36:19.422415,2.0
7,2021-06-22 09:50:43.864481,1488.5,buy,1,372.125,1491.0,1486.5,1492.7,2021-06-22 10:29:09.707449,3.7000000000000455
8,2021-06-22 10:32:43.599781,1491.9,buy,1,372.975,1494.4,1489.9,1494.5,2021-06-22 10:55:51.879724,2.099999999999909
9,2021-06-22 11:16:07.942342,1493.9,buy,1,373.475,1496.4,1491.9,1496.4,2021-06-22 11:27:57.971756,2.0
10,2021-06-22 13:22:06.323963,1499.0,buy,1,374.75,1501.5,1497.0,1495.8,2021-06-22 13:38:14.197748,-3.7000000000000455
11,2021-06-22 14:01:34.960133,1496.2,buy,1,374.05,1498.7,1494.2,1494.0,2021-06-22 14:03:33.305406,-2.7000000000000455
12,2021-06-28 09:23:44.955320,1510.0,buy,1,377.5,1512.5,1508.0,1512.5,2021-06-28 09:29:51.091541,2.0
13,2021-06-28 10:05:59.593678,1513.3,buy,1,378.325,1515.8,1511.3,1511.0,2021-06-28 10:14:03.524236,-2.7999999999999545
14,2021-06-28 10:42:37.217128,1512.5,buy,1,378.125,1515.0,1510.5,1515.5,2021-06-28 11:09:39.751031,2.5
15,2021-06-28 11:26:23.949324,1517.2,buy,1,379.3,1519.7,1515.2,1520.8,2021-06-28 11:29:59.728589,3.099999999999909
16,2021-06-29 11:12:52.275754,1530.5,buy,1,382.625,1533.0,1528.5,1533.9,2021-06-29 13:09:44.036838,2.900000000000091
17,2021-06-29 13:00:37.639664,1531.3,buy,1,382.825,1533.8,1529.3,1533.9,2021-06-29 13:09:44.036838,2.1000000000001364
18,2021-06-29 13:35:14.008565,1532.6,buy,1,383.15,1535.1,1530.6,1528.2,2021-06-29 14:00:31.505650,-4.899999999999864
19,2021-07-01 13:00:23.380121,1541.0,buy,1,385.25,1543.5,1539.0,1543.5,2021-07-01 13:08:20.456736,2.0
20,2021-07-01 14:19:03.497267,1540.2,buy,1,385.05,1542.7,1538.2,1544.0,2021-07-01 14:22:00.309783,3.2999999999999545
21,2021-07-02 09:25:23.275739,1552.6,buy,1,388.15,1555.1,1550.6,1555.8,2021-07-02 09:32:11.491863,2.7000000000000455
22,2021-07-02 09:55:05.248874,1554.0,buy,1,388.5,1556.5,1552.0,1556.5,2021-07-02 10:01:05.364133,2.0
23,2021-07-02 10:39:09.683969,1554.5,buy,1,388.625,1557.0,1552.5,1551.2,2021-07-02 10:44:15.279002,-3.7999999999999545
24,2021-07-02 13:00:33.592548,1557.7,buy,1,389.425,1560.2,1555.7,1554.7,2021-07-02 13:01:56.271096,-3.5
25,2021-07-06 09:16:04.496049,1566.4,buy,1,391.6,1568.9,1564.4,1569.0,2021-07-06 09:17:17.311149,2.099999999999909
26,2021-07-06 09:53:39.380470,1563.1,buy,1,390.775,1565.6,1561.1,1565.6,2021-07-06 10:06:25.714932,2.0
27,2021-07-06 10:33:43.415233,1565.0,buy,1,391.25,1567.5,1563.0,1562.9,2021-07-06 10:49:20.028669,-2.599999999999909
28,2021-07-16 09:58:03.773490,1440.8,buy,1,360.2,1443.3,1438.8,1443.5,2021-07-16 10:09:36.015944,2.2000000000000455
29,2021-07-21 09:38:15.727653,1408.2,buy,1,352.05,1410.7,1406.2,1411.0,2021-07-21 09:41:17.584911,2.2999999999999545
30,2021-07-21 10:18:06.951706,1414.7,buy,1,353.675,1417.2,1412.7,1417.4,2021-07-21 10:25:56.546756,2.2000000000000455
31,2021-07-22 10:49:12.251160,1416.0,buy,1,354.0,1418.5,1414.0,1418.5,2021-07-22 10:50:58.328140,2.0
32,2021-07-22 13:00:38.421249,1425.1,buy,1,356.275,1427.6,1423.1,1430.4,2021-07-22 13:22:57.504458,4.800000000000182
33,2021-07-22 13:38:12.683542,1431.5,buy,1,357.875,1434.0,1429.5,1434.0,2021-07-22 13:45:05.838755,2.0
34,2021-07-27 10:07:39.838378,1418.2,buy,1,354.55,1420.7,1416.2,1421.5,2021-07-27 10:13:04.863085,2.7999999999999545
35,2021-07-27 10:49:24.656275,1421.4,buy,1,355.35,1423.9,1419.4,1424.3,2021-07-27 10:52:04.594839,2.3999999999998636
36,2021-07-27 11:15:31.762955,1421.7,buy,1,355.425,1424.2,1419.7,1424.2,2021-07-27 13:02:20.981939,2.0
37,2021-07-27 13:00:32.949849,1422.5,buy,1,355.625,1425.0,1420.5,1418.7,2021-07-27 13:10:09.172064,-4.2999999999999545
38,2021-07-30 09:16:06.442598,1432.2,buy,1,358.05,1434.7,1430.2,1430.2,2021-07-30 09:47:43.538788,-2.5
39,2021-07-30 09:58:31.782042,1430.0,buy,1,357.5,1432.5,1428.0,1427.8,2021-07-30 10:23:41.492112,-2.7000000000000455
40,2021-07-30 13:26:31.642615,1440.6,buy,1,360.15,1443.1,1438.6,1438.0,2021-07-30 13:34:05.350137,-3.099999999999909
41,2021-07-30 14:08:04.539425,1440.6,buy,1,360.15,1443.1,1438.6,1443.9,2021-07-30 14:14:19.396335,2.800000000000182
42,2021-08-02 09:18:25.324271,1443.9,buy,1,360.975,1446.4,1441.9,1447.5,2021-08-02 09:42:33.041433,3.099999999999909
43,2021-08-02 11:25:12.211147,1451.2,buy,1,362.8,1453.7,1449.2,1454.5,2021-08-02 13:15:14.309531,2.7999999999999545
44,2021-08-02 13:00:32.869394,1452.5,buy,1,363.125,1455.0,1450.5,1455.0,2021-08-02 13:30:32.984536,2.0
45,2021-08-02 13:34:05.790808,1455.0,buy,1,363.75,1457.5,1453.0,1457.7,2021-08-02 13:40:05.653961,2.2000000000000455
46,2021-08-03 11:15:36.753298,1459.0,buy,1,364.75,1461.5,1457.0,1456.8,2021-08-03 11:20:09.784748,-2.7000000000000455
47,2021-08-04 09:17:52.576011,1474.4,buy,1,368.6,1476.9,1472.4,1471.9,2021-08-04 10:00:05.551418,-3.0
48,2021-08-04 09:40:09.185237,1474.7,buy,1,368.675,1477.2,1472.7,1471.9,2021-08-04 10:00:05.551418,-3.2999999999999545
49,2021-08-04 10:26:33.695901,1474.0,buy,1,368.5,1476.5,1472.0,1479.4,2021-08-04 10:35:07.878026,4.900000000000091
50,2021-08-04 11:06:04.394313,1476.1,buy,1,369.025,1478.6,1474.1,1473.7,2021-08-04 11:08:48.122128,-2.8999999999998636
51,2021-08-05 10:49:51.082120,1476.0,buy,1,369.0,1478.5,1474.0,1473.9,2021-08-05 10:57:20.517702,-2.599999999999909
52,2021-08-05 14:19:19.350994,1486.1,buy,1,371.525,1488.6,1484.1,1488.8,2021-08-05 14:25:12.272981,2.2000000000000455
53,2021-08-06 09:19:41.230359,1488.5,buy,1,372.125,1491.0,1486.5,1486.5,2021-08-06 09:53:09.194384,-2.5
54,2021-08-06 10:27:51.370118,1485.9,buy,1,371.475,1488.4,1483.9,1483.5,2021-08-06 10:49:12.248546,-2.900000000000091
55,2021-08-09 13:32:28.167030,1482.1,buy,1,370.525,1484.6,1480.1,1485.1,2021-08-09 13:42:04.783396,2.5
56,2021-08-10 09:58:43.577514,1502.4,buy,1,375.6,1504.9,1500.4,1495.0,2021-08-10 10:15:45.621956,-7.900000000000091
57,2021-08-10 10:31:04.378337,1497.0,buy,1,374.25,1499.5,1495.0,1499.5,2021-08-10 10:36:37.897885,2.0
58,2021-08-11 11:07:28.444448,1502.4,buy,1,375.6,1504.9,1500.4,1497.7,2021-08-11 13:15:05.782361,-5.2000000000000455
59,2021-08-16 14:15:14.149443,1500.7,buy,1,375.175,1503.2,1498.7,1498.3,2021-08-16 14:25:08.294353,-2.900000000000091
60,2021-08-17 09:32:10.579389,1506.2,buy,1,376.55,1508.7,1504.2,1503.6,2021-08-17 09:55:07.187018,-3.1000000000001364
61,2021-08-18 13:07:46.415345,1498.2,buy,1,374.55,1500.7,1496.2,1495.0,2021-08-18 13:15:05.078858,-3.7000000000000455
62,2021-08-18 13:07:46.415345,1498.2,buy,1,374.55,1500.7,1496.2,1495.0,2021-08-18 13:15:05.078858,-3.7000000000000455
63,2021-08-26 09:46:09.556943,1430.0,buy,1,357.5,1432.5,1428.0,1427.1,2021-08-26 10:11:03.023151,-3.400000000000091
64,2021-08-26 10:30:31.668560,1427.8,buy,1,356.95,1430.3,1425.8,1430.5,2021-08-26 10:44:03.504016,2.2000000000000455
65,2021-08-30 13:00:51.050777,1426.4,buy,1,356.6,1428.9,1424.4,1424.2,2021-08-30 13:10:33.344256,-2.7000000000000455
66,2021-08-30 14:16:00.159465,1430.0,buy,1,357.5,1432.5,1428.0,1427.4,2021-08-30 14:17:53.312218,-3.099999999999909
67,2021-09-01 13:07:25.374748,1433.2,buy,1,358.3,1435.7,1431.2,1430.4,2021-09-01 13:20:18.784485,-3.2999999999999545
68,2021-09-06 10:18:19.620348,1436.4,buy,1,359.1,1438.9,1434.4,1434.3,2021-09-06 10:31:06.027649,-2.6000000000001364
69,2021-09-06 10:47:21.524427,1436.3,buy,1,359.075,1438.8,1434.3,1433.7,2021-09-06 10:56:03.491671,-3.099999999999909
70,2021-09-06 11:29:45.842849,1434.7,buy,1,358.675,1437.2,1432.7,1437.7,2021-09-06 13:07:07.554878,2.5
71,2021-09-06 14:15:11.628567,1440.7,buy,1,360.175,1443.2,1438.7,1444.5,2021-09-06 14:21:08.391409,3.2999999999999545
72,2021-09-07 10:44:05.145590,1445.7,buy,1,361.425,1448.2,1443.7,1443.3,2021-09-07 10:48:22.825763,-2.900000000000091
73,2021-09-07 10:02:06.822081,1444.3,buy,1,361.075,1446.8,1442.3,1442.0,2021-09-07 10:50:07.137641,-2.7999999999999545
74,2021-09-07 09:32:03.830538,1443.8,buy,1,360.95,1446.3,1441.8,1441.3,2021-09-07 11:01:38.339737,-3.0
75,2021-09-10 09:18:04.837799,1447.9,buy,1,361.975,1450.4,1445.9,1445.7,2021-09-10 09:59:13.094369,-2.7000000000000455
76,2021-09-13 11:28:06.374978,1447.1,buy,1,361.775,1449.6,1445.1,1444.9,2021-09-13 13:16:11.776557,-2.699999999999818
77,2021-09-15 13:51:30.928743,1447.3,buy,1,361.825,1449.8,1445.3,1450.5,2021-09-15 14:23:01.364654,2.7000000000000455
78,2021-09-16 10:12:49.847648,1451.4,buy,1,362.85,1453.9,1449.4,1449.1,2021-09-16 10:53:38.158343,-2.800000000000182
79,2021-09-16 09:17:10.902368,1450.3,buy,1,362.575,1452.8,1448.3,1452.9,2021-09-16 13:10:49.726325,2.1000000000001364
80,2021-09-17 13:01:16.985697,1452.2,buy,1,363.05,1454.7,1450.2,1454.9,2021-09-17 13:34:06.902602,2.2000000000000455
