,date,price,signal,position_size,position,TP,SL,close_price,close_time,pnl
0,2021-06-18 10:13:17.518211,1484.4,buy,1,371.1,1485.9,1481.4,1481.3,2021-06-18 10:15:48.005270,-3.2400000000001365
1,2021-06-21 09:37:21.872653,1480.1,buy,1,370.025,1481.6,1477.1,1481.7,2021-06-21 09:54:51.895062,1.4600000000001363
2,2021-06-21 11:18:20.697356,1481.1,buy,1,370.275,1482.6,1478.1,1478.1,2021-06-21 11:27:44.431843,-3.14
3,2021-06-21 13:00:56.583163,1479.6,buy,1,369.9,1481.1,1476.6,1475.9,2021-06-21 13:05:38.254811,-3.8399999999998182
4,2021-06-21 13:56:02.823259,1475.8,buy,1,368.95,1477.3,1472.8,1480.2,2021-06-21 13:56:21.011648,4.260000000000091
5,2021-06-22 09:15:47.155469,1486.5,buy,1,371.625,1488.0,1483.5,1489.0,2021-06-22 09:36:19.422415,2.36
6,2021-07-01 09:25:23.130769,1532.0,buy,1,383.0,1533.5,1529.0,1533.5,2021-07-01 09:34:03.852406,1.3599999999999999
7,2021-07-01 09:34:03.852406,1532.8,buy,1,383.2,1534.3,1529.8,1529.5,2021-07-01 09:52:03.372315,-3.4399999999999546
8,2021-07-05 11:18:03.559283,1546.8,buy,1,386.7,1548.3,1543.8,1548.8,2021-07-05 11:23:22.258264,1.8599999999999999
9,2021-07-06 13:10:46.007782,1561.9,buy,1,390.475,1563.4,1558.9,1564.4,2021-07-06 13:23:44.720342,2.36
10,2021-07-06 13:29:42.584343,1563.2,buy,1,390.8,1564.7,1560.2,1559.6,2021-07-06 13:36:03.289033,-3.7400000000001365
11,2021-07-13 10:20:58.464730,1446.4,buy,1,361.6,1447.9,1443.4,1448.0,2021-07-13 10:21:03.356948,1.459999999999909
12,2021-07-13 11:13:52.768588,1442.8,buy,1,360.7,1444.3,1439.8,1446.0,2021-07-13 11:16:49.173012,3.0600000000000454
13,2021-07-14 09:19:57.274936,1444.1,buy,1,361.025,1445.6,1441.1,1446.6,2021-07-14 09:22:25.220434,2.36
14,2021-07-14 10:12:32.624383,1438.8,buy,1,359.7,1440.3,1435.8,1434.0,2021-07-14 10:22:42.090326,-4.939999999999954
15,2021-07-14 11:11:26.072879,1420.8,buy,1,355.2,1422.3,1417.8,1426.5,2021-07-14 11:12:16.264716,5.560000000000046
16,2021-07-16 13:07:34.322177,1437.0,buy,1,359.25,1438.5,1434.0,1438.6,2021-07-16 13:11:33.369416,1.459999999999909
17,2021-07-22 09:19:03.125736,1403.0,buy,1,350.75,1404.5,1400.0,1404.6,2021-07-22 09:21:13.351185,1.459999999999909
18,2021-07-22 09:23:55.428501,1405.0,buy,1,351.25,1406.5,1402.0,1406.9,2021-07-22 09:26:07.280952,1.7600000000000908
19,2021-07-23 09:18:09.459819,1424.2,buy,1,356.05,1425.7,1421.2,1427.5,2021-07-23 09:21:19.361023,3.1599999999999544
20,2021-07-23 10:05:37.473612,1421.8,buy,1,355.45,1423.3,1418.8,1418.8,2021-07-23 10:08:04.901583,-3.14
21,2021-07-27 09:17:33.455702,1417.6,buy,1,354.4,1419.1,1414.6,1420.0,2021-07-27 09:23:55.497552,2.260000000000091
22,2021-07-27 10:05:04.390865,1417.0,buy,1,354.25,1418.5,1414.0,1421.8,2021-07-27 10:07:39.838378,4.659999999999955
23,2021-07-28 10:14:33.070477,1412.9,buy,1,353.225,1414.4,1409.9,1415.5,2021-07-28 10:16:03.934534,2.459999999999909
24,2021-07-28 10:44:12.920764,1412.0,buy,1,353.0,1413.5,1409.0,1408.4,2021-07-28 10:50:03.436281,-3.739999999999909
25,2021-07-28 13:00:21.994069,1414.2,buy,1,353.55,1415.7,1411.2,1416.2,2021-07-28 13:20:37.705572,1.8599999999999999
26,2021-07-28 13:17:42.187317,1413.5,buy,1,353.375,1415.0,1410.5,1416.2,2021-07-28 13:20:37.705572,2.5600000000000454
27,2021-07-29 14:01:55.813191,1416.5,buy,1,354.125,1418.0,1413.5,1420.0,2021-07-29 14:02:01.832972,3.36
28,2021-08-03 09:19:49.332201,1450.1,buy,1,362.525,1451.6,1447.1,1452.1,2021-08-03 09:28:17.948130,1.8599999999999999
29,2021-08-03 09:34:27.238430,1452.3,buy,1,363.075,1453.8,1449.3,1454.0,2021-08-03 09:47:39.523388,1.5600000000000454
30,2021-08-03 13:00:29.540939,1459.9,buy,1,364.975,1461.4,1456.9,1456.3,2021-08-03 13:07:22.446311,-3.7400000000001365
31,2021-08-04 14:27:00.112615,1472.5,buy,1,368.125,1474.0,1469.5,1467.3,2021-08-04 14:27:49.633440,-5.340000000000045
32,2021-08-05 09:17:04.775693,1467.0,buy,1,366.75,1468.5,1464.0,1469.0,2021-08-05 09:21:45.435299,1.8599999999999999
33,2021-08-05 09:58:35.783949,1472.3,buy,1,368.075,1473.8,1469.3,1474.1,2021-08-05 10:01:57.858782,1.6599999999999544
34,2021-08-05 13:01:16.824383,1472.7,buy,1,368.175,1474.2,1469.7,1474.5,2021-08-05 13:02:26.871897,1.6599999999999544
35,2021-08-10 13:00:36.515817,1496.6,buy,1,374.15,1498.1,1493.6,1493.4,2021-08-10 13:10:05.036323,-3.3399999999998182
36,2021-08-10 13:12:04.918693,1493.4,buy,1,373.35,1494.9,1490.4,1495.8,2021-08-10 13:24:08.433924,2.2599999999998635
37,2021-08-10 14:04:00.112057,1497.5,buy,1,374.375,1499.0,1494.5,1501.4,2021-08-10 14:09:43.951112,3.760000000000091
38,2021-08-11 09:19:08.031898,1499.0,buy,1,374.75,1500.5,1496.0,1495.7,2021-08-11 09:28:07.550962,-3.4399999999999546
39,2021-08-16 09:27:08.292667,1486.0,buy,1,371.5,1487.5,1483.0,1487.6,2021-08-16 09:33:15.846431,1.459999999999909
40,2021-08-16 09:15:22.974549,1487.1,buy,1,371.775,1488.6,1484.1,1489.5,2021-08-16 10:08:17.616123,2.260000000000091
41,2021-08-20 09:19:35.682130,1492.2,buy,1,373.05,1493.7,1489.2,1489.1,2021-08-20 09:51:09.599280,-3.2400000000001365
42,2021-08-20 09:30:56.217088,1491.1,buy,1,372.775,1492.6,1488.1,1488.0,2021-08-20 10:12:09.291833,-3.239999999999909
43,2021-08-20 10:31:36.512852,1487.4,buy,1,371.85,1488.9,1484.4,1482.8,2021-08-20 10:42:19.908465,-4.740000000000136
44,2021-08-25 14:27:49.167986,1430.6,buy,1,357.65,1432.1,1427.6,1431.1,2021-08-25 14:29:05.513322,0.36
45,2021-08-26 13:01:18.247007,1425.5,buy,1,356.375,1427.0,1422.5,1421.4,2021-08-26 13:40:04.765471,-4.239999999999909
46,2021-08-26 13:32:32.491009,1424.5,buy,1,356.125,1426.0,1421.5,1421.4,2021-08-26 13:40:04.765471,-3.239999999999909
47,2021-09-01 11:25:13.699052,1432.7,buy,1,358.175,1434.2,1429.7,1434.5,2021-09-01 11:28:34.404853,1.6599999999999544
48,2021-09-06 11:12:49.561377,1432.7,buy,1,358.175,1434.2,1429.7,1434.6,2021-09-06 11:18:37.087535,1.7599999999998635
49,2021-09-07 14:28:10.768318,1438.8,buy,1,359.7,1440.3,1435.8,1441.1,2021-09-08 09:15:09.519320,2.1599999999999544
50,2021-09-13 09:19:09.997014,1445.9,buy,1,361.475,1447.4,1442.9,1447.9,2021-09-13 10:47:05.486877,1.8599999999999999
