number,value,datetime_start,datetime_complete,duration,params_SL,params_TP,params_max_pos,params_min_signals,state
0,,2024-09-05 07:23:56.476083,2024-09-05 07:26:27.413419,0 days 00:02:30.937336,0.0,-0.5,3,1,FAIL
