,date,price,signal,position_size,position,TP,SL,close_price,close_time,pnl,status
0,2022-01-05 11:19:24.866875,1555.1,sell,0.3,466.53,1550.6,1559.1,1550.6,2022-01-05 13:27:00.497544,4.43,closed
1,2022-01-05 13:52:12.265102,1552.1,sell,0.3,465.62999999999994,1547.6,1556.1,1550.5,2022-01-05 14:29:06.714062,1.599999999999909,
2,2022-01-05 13:54:43.723175,1552.0,sell,0.3,465.59999999999997,1547.5,1556.0,1550.5,2022-01-05 14:29:06.714062,1.5,
3,2022-01-05 13:57:20.528866,1551.3,sell,0.3,465.39,1546.8,1555.3,1550.5,2022-01-05 14:29:06.714062,0.7999999999999545,
4,2022-01-05 13:57:56.497569,1548.5,sell,0.3,464.54999999999995,1544.0,1552.5,1550.5,2022-01-05 14:29:06.714062,-2.0,
5,2022-01-06 09:31:19.246365,1545.6,sell,0.3,463.67999999999995,1541.1,1549.6,1549.9,2022-01-06 11:08:06.129061,-4.370000000000182,closed
6,2022-01-06 10:52:45.035860,1545.7,sell,0.3,463.71,1541.2,1549.7,1549.9,2022-01-06 11:08:06.129061,-8.640000000000228,closed
7,2022-01-06 10:35:12.786657,1546.2,sell,0.3,463.86,1541.7,1550.2,1550.7,2022-01-06 11:08:07.605252,-4.57,closed
8,2022-01-06 10:35:54.273284,1546.3,sell,0.3,463.89,1541.8,1550.3,1550.7,2022-01-06 11:08:07.605252,-9.040000000000092,closed
9,2022-01-06 10:52:12.412459,1546.0,sell,0.3,463.79999999999995,1541.5,1550.0,1550.7,2022-01-06 11:08:07.605252,-13.810000000000137,closed
10,2022-01-06 11:01:27.637688,1547.0,buy,0.3,464.09999999999997,1551.5,1543.0,1551.5,2022-01-06 11:11:26.585363,4.43,closed
11,2022-01-06 11:01:42.018420,1547.0,buy,0.3,464.09999999999997,1551.5,1543.0,1551.5,2022-01-06 11:11:26.585363,8.86,closed
12,2022-01-06 11:02:47.142830,1547.0,buy,0.3,464.09999999999997,1551.5,1543.0,1551.5,2022-01-06 11:11:26.585363,13.29,closed
13,2022-01-06 13:31:28.279318,1552.0,sell,0.3,465.59999999999997,1547.5,1556.0,1556.0,2022-01-06 13:44:02.834651,-4.07,closed
14,2022-01-06 13:34:24.511557,1552.7,buy,0.3,465.81,1557.2,1548.7,1548.3,2022-01-06 14:12:03.348614,-4.470000000000091,closed
